test_case_id,provider,instrument,input_system,O,C,E,A,N,profile_label,total_score,factor_scores,questions_answered,questions_total
10761,gemini,phq3_a,hexaco,100,50,50,50,50,high_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10725,openai,phq3_a,hexaco,100,50,50,50,50,high_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10347,claude,phq3_a,hexaco,0,50,50,50,100,low_O_high_N,100.0,"{""affect"": 100.0}",3,3
10383,deepseek,phq3_a,hexaco,0,50,50,50,100,low_O_high_N,100.0,"{""affect"": 100.0}",3,3
10401,gemini,phq3_a,hexaco,0,50,50,50,100,low_O_high_N,88.89,"{""affect"": 88.88888888888889}",3,3
10365,openai,phq3_a,hexaco,0,50,50,50,100,low_O_high_N,100.0,"{""affect"": 100.0}",3,3
10491,claude,phq3_a,hexaco,0,50,50,50,0,low_O_low_N,22.22,"{""affect"": 22.22222222222222}",3,3
10527,deepseek,phq3_a,hexaco,0,50,50,50,0,low_O_low_N,0.0,"{""affect"": 0.0}",3,3
10545,gemini,phq3_a,hexaco,0,50,50,50,0,low_O_low_N,0.0,"{""affect"": 0.0}",3,3
10509,openai,phq3_a,hexaco,0,50,50,50,0,low_O_low_N,0.0,"{""affect"": 0.0}",3,3
10779,claude,phq3_a,hexaco,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10815,deepseek,phq3_a,hexaco,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10833,gemini,phq3_a,hexaco,0,50,50,50,50,low_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10797,openai,phq3_a,hexaco,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10563,claude,phq3_a,hexaco,50,50,50,50,100,mid_O_high_N,77.78,"{""affect"": 77.77777777777779}",3,3
10599,deepseek,phq3_a,hexaco,50,50,50,50,100,mid_O_high_N,100.0,"{""affect"": 100.0}",3,3
10617,gemini,phq3_a,hexaco,50,50,50,50,100,mid_O_high_N,88.89,"{""affect"": 88.88888888888889}",3,3
10581,openai,phq3_a,hexaco,50,50,50,50,100,mid_O_high_N,100.0,"{""affect"": 100.0}",3,3
10635,claude,phq3_a,hexaco,50,50,50,50,0,mid_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10671,deepseek,phq3_a,hexaco,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10689,gemini,phq3_a,hexaco,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10653,openai,phq3_a,hexaco,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10851,claude,phq3_a,hexaco,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10887,deepseek,phq3_a,hexaco,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10905,gemini,phq3_a,hexaco,50,50,50,50,50,mid_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10869,openai,phq3_a,hexaco,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10418,claude,phq3_a,narrative,100,50,50,50,100,high_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10454,deepseek,phq3_a,narrative,100,50,50,50,100,high_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10472,gemini,phq3_a,narrative,100,50,50,50,100,high_O_high_N,77.78,"{""affect"": 77.77777777777779}",3,3
10436,openai,phq3_a,narrative,100,50,50,50,100,high_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10274,claude,phq3_a,narrative,100,50,50,50,0,high_O_low_N,0.0,"{""affect"": 0.0}",3,3
10310,deepseek,phq3_a,narrative,100,50,50,50,0,high_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10328,gemini,phq3_a,narrative,100,50,50,50,0,high_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10292,openai,phq3_a,narrative,100,50,50,50,0,high_O_low_N,0.0,"{""affect"": 0.0}",3,3
10706,claude,phq3_a,narrative,100,50,50,50,50,high_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10742,deepseek,phq3_a,narrative,100,50,50,50,50,high_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10760,gemini,phq3_a,narrative,100,50,50,50,50,high_O_mid_N,44.44,"{""affect"": 44.44444444444444}",3,3
10724,openai,phq3_a,narrative,100,50,50,50,50,high_O_mid_N,11.11,"{""affect"": 11.11111111111111}",3,3
10346,claude,phq3_a,narrative,0,50,50,50,100,low_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10382,deepseek,phq3_a,narrative,0,50,50,50,100,low_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10400,gemini,phq3_a,narrative,0,50,50,50,100,low_O_high_N,77.78,"{""affect"": 77.77777777777779}",3,3
10364,openai,phq3_a,narrative,0,50,50,50,100,low_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10490,claude,phq3_a,narrative,0,50,50,50,0,low_O_low_N,0.0,"{""affect"": 0.0}",3,3
10526,deepseek,phq3_a,narrative,0,50,50,50,0,low_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10544,gemini,phq3_a,narrative,0,50,50,50,0,low_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10508,openai,phq3_a,narrative,0,50,50,50,0,low_O_low_N,0.0,"{""affect"": 0.0}",3,3
10778,claude,phq3_a,narrative,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10814,deepseek,phq3_a,narrative,0,50,50,50,50,low_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10832,gemini,phq3_a,narrative,0,50,50,50,50,low_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10796,openai,phq3_a,narrative,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10562,claude,phq3_a,narrative,50,50,50,50,100,mid_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10598,deepseek,phq3_a,narrative,50,50,50,50,100,mid_O_high_N,77.78,"{""affect"": 77.77777777777779}",3,3
10616,gemini,phq3_a,narrative,50,50,50,50,100,mid_O_high_N,77.78,"{""affect"": 77.77777777777779}",3,3
10580,openai,phq3_a,narrative,50,50,50,50,100,mid_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10634,claude,phq3_a,narrative,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10670,deepseek,phq3_a,narrative,50,50,50,50,0,mid_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10688,gemini,phq3_a,narrative,50,50,50,50,0,mid_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10652,openai,phq3_a,narrative,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10850,claude,phq3_a,narrative,50,50,50,50,50,mid_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10886,deepseek,phq3_a,narrative,50,50,50,50,50,mid_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10904,gemini,phq3_a,narrative,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10868,openai,phq3_a,narrative,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10417,claude,phq3_a,ocean_direct,100,50,50,50,100,high_O_high_N,100.0,"{""affect"": 100.0}",3,3
10453,deepseek,phq3_a,ocean_direct,100,50,50,50,100,high_O_high_N,100.0,"{""affect"": 100.0}",3,3
10471,gemini,phq3_a,ocean_direct,100,50,50,50,100,high_O_high_N,100.0,"{""affect"": 100.0}",3,3
10435,openai,phq3_a,ocean_direct,100,50,50,50,100,high_O_high_N,100.0,"{""affect"": 100.0}",3,3
10273,claude,phq3_a,ocean_direct,100,50,50,50,0,high_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10309,deepseek,phq3_a,ocean_direct,100,50,50,50,0,high_O_low_N,0.0,"{""affect"": 0.0}",3,3
10327,gemini,phq3_a,ocean_direct,100,50,50,50,0,high_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10291,openai,phq3_a,ocean_direct,100,50,50,50,0,high_O_low_N,0.0,"{""affect"": 0.0}",3,3
10705,claude,phq3_a,ocean_direct,100,50,50,50,50,high_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10741,deepseek,phq3_a,ocean_direct,100,50,50,50,50,high_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10759,gemini,phq3_a,ocean_direct,100,50,50,50,50,high_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10723,openai,phq3_a,ocean_direct,100,50,50,50,50,high_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10345,claude,phq3_a,ocean_direct,0,50,50,50,100,low_O_high_N,100.0,"{""affect"": 100.0}",3,3
10381,deepseek,phq3_a,ocean_direct,0,50,50,50,100,low_O_high_N,100.0,"{""affect"": 100.0}",3,3
10399,gemini,phq3_a,ocean_direct,0,50,50,50,100,low_O_high_N,100.0,"{""affect"": 100.0}",3,3
10363,openai,phq3_a,ocean_direct,0,50,50,50,100,low_O_high_N,100.0,"{""affect"": 100.0}",3,3
10489,claude,phq3_a,ocean_direct,0,50,50,50,0,low_O_low_N,0.0,"{""affect"": 0.0}",3,3
10525,deepseek,phq3_a,ocean_direct,0,50,50,50,0,low_O_low_N,0.0,"{""affect"": 0.0}",3,3
10543,gemini,phq3_a,ocean_direct,0,50,50,50,0,low_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10507,openai,phq3_a,ocean_direct,0,50,50,50,0,low_O_low_N,0.0,"{""affect"": 0.0}",3,3
10777,claude,phq3_a,ocean_direct,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10813,deepseek,phq3_a,ocean_direct,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10831,gemini,phq3_a,ocean_direct,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10795,openai,phq3_a,ocean_direct,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10561,claude,phq3_a,ocean_direct,50,50,50,50,100,mid_O_high_N,100.0,"{""affect"": 100.0}",3,3
10597,deepseek,phq3_a,ocean_direct,50,50,50,50,100,mid_O_high_N,100.0,"{""affect"": 100.0}",3,3
10615,gemini,phq3_a,ocean_direct,50,50,50,50,100,mid_O_high_N,100.0,"{""affect"": 100.0}",3,3
10579,openai,phq3_a,ocean_direct,50,50,50,50,100,mid_O_high_N,100.0,"{""affect"": 100.0}",3,3
10633,claude,phq3_a,ocean_direct,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10669,deepseek,phq3_a,ocean_direct,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10687,gemini,phq3_a,ocean_direct,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10651,openai,phq3_a,ocean_direct,50,50,50,50,0,mid_O_low_N,0.0,"{""affect"": 0.0}",3,3
10849,claude,phq3_a,ocean_direct,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10885,deepseek,phq3_a,ocean_direct,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10903,gemini,phq3_a,ocean_direct,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10867,openai,phq3_a,ocean_direct,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10421,claude,phq3_a,scenario,100,50,50,50,100,high_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10457,deepseek,phq3_a,scenario,100,50,50,50,100,high_O_high_N,77.78,"{""affect"": 77.77777777777779}",3,3
10475,gemini,phq3_a,scenario,100,50,50,50,100,high_O_high_N,44.44,"{""affect"": 44.44444444444444}",3,3
10439,openai,phq3_a,scenario,100,50,50,50,100,high_O_high_N,33.33,"{""affect"": 33.33333333333333}",3,3
10277,claude,phq3_a,scenario,100,50,50,50,0,high_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10313,deepseek,phq3_a,scenario,100,50,50,50,0,high_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10331,gemini,phq3_a,scenario,100,50,50,50,0,high_O_low_N,22.22,"{""affect"": 22.22222222222222}",3,3
10295,openai,phq3_a,scenario,100,50,50,50,0,high_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10709,claude,phq3_a,scenario,100,50,50,50,50,high_O_mid_N,22.22,"{""affect"": 22.22222222222222}",3,3
10745,deepseek,phq3_a,scenario,100,50,50,50,50,high_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10763,gemini,phq3_a,scenario,100,50,50,50,50,high_O_mid_N,44.44,"{""affect"": 44.44444444444444}",3,3
10727,openai,phq3_a,scenario,100,50,50,50,50,high_O_mid_N,11.11,"{""affect"": 11.11111111111111}",3,3
10349,claude,phq3_a,scenario,0,50,50,50,100,low_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10385,deepseek,phq3_a,scenario,0,50,50,50,100,low_O_high_N,55.56,"{""affect"": 55.55555555555556}",3,3
10403,gemini,phq3_a,scenario,0,50,50,50,100,low_O_high_N,44.44,"{""affect"": 44.44444444444444}",3,3
10367,openai,phq3_a,scenario,0,50,50,50,100,low_O_high_N,55.56,"{""affect"": 55.55555555555556}",3,3
10493,claude,phq3_a,scenario,0,50,50,50,0,low_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10529,deepseek,phq3_a,scenario,0,50,50,50,0,low_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10547,gemini,phq3_a,scenario,0,50,50,50,0,low_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10511,openai,phq3_a,scenario,0,50,50,50,0,low_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10781,claude,phq3_a,scenario,0,50,50,50,50,low_O_mid_N,44.44,"{""affect"": 44.44444444444444}",3,3
10817,deepseek,phq3_a,scenario,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10835,gemini,phq3_a,scenario,0,50,50,50,50,low_O_mid_N,44.44,"{""affect"": 44.44444444444444}",3,3
10799,openai,phq3_a,scenario,0,50,50,50,50,low_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10565,claude,phq3_a,scenario,50,50,50,50,100,mid_O_high_N,66.67,"{""affect"": 66.66666666666666}",3,3
10601,deepseek,phq3_a,scenario,50,50,50,50,100,mid_O_high_N,44.44,"{""affect"": 44.44444444444444}",3,3
10619,gemini,phq3_a,scenario,50,50,50,50,100,mid_O_high_N,44.44,"{""affect"": 44.44444444444444}",3,3
10583,openai,phq3_a,scenario,50,50,50,50,100,mid_O_high_N,55.56,"{""affect"": 55.55555555555556}",3,3
10637,claude,phq3_a,scenario,50,50,50,50,0,mid_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10673,deepseek,phq3_a,scenario,50,50,50,50,0,mid_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10691,gemini,phq3_a,scenario,50,50,50,50,0,mid_O_low_N,22.22,"{""affect"": 22.22222222222222}",3,3
10655,openai,phq3_a,scenario,50,50,50,50,0,mid_O_low_N,11.11,"{""affect"": 11.11111111111111}",3,3
10853,claude,phq3_a,scenario,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10889,deepseek,phq3_a,scenario,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10907,gemini,phq3_a,scenario,50,50,50,50,50,mid_O_mid_N,44.44,"{""affect"": 44.44444444444444}",3,3
10871,openai,phq3_a,scenario,50,50,50,50,50,mid_O_mid_N,33.33,"{""affect"": 33.33333333333333}",3,3
10414,claude,phq6_bc,behavioral,100,50,50,50,100,high_O_high_N,66.67,"{""behavioral"": 75.0, ""cognitive"": 50.0}",6,6
10450,deepseek,phq6_bc,behavioral,100,50,50,50,100,high_O_high_N,72.22,"{""behavioral"": 75.0, ""cognitive"": 66.66666666666666}",6,6
10468,gemini,phq6_bc,behavioral,100,50,50,50,100,high_O_high_N,38.89,"{""behavioral"": 41.66666666666667, ""cognitive"": 33.33333333333333}",6,6
10432,openai,phq6_bc,behavioral,100,50,50,50,100,high_O_high_N,72.22,"{""behavioral"": 75.0, ""cognitive"": 66.66666666666666}",6,6
10270,claude,phq6_bc,behavioral,100,50,50,50,0,high_O_low_N,0.0,"{""behavioral"": 0.0, ""cognitive"": 0.0}",6,6
10306,deepseek,phq6_bc,behavioral,100,50,50,50,0,high_O_low_N,0.0,"{""behavioral"": 0.0, ""cognitive"": 0.0}",6,6
10324,gemini,phq6_bc,behavioral,100,50,50,50,0,high_O_low_N,11.11,"{""behavioral"": 8.333333333333332, ""cognitive"": 16.666666666666664}",6,6
10288,openai,phq6_bc,behavioral,100,50,50,50,0,high_O_low_N,0.0,"{""behavioral"": 0.0, ""cognitive"": 0.0}",6,6
10702,claude,phq6_bc,behavioral,100,50,50,50,50,high_O_mid_N,22.22,"{""behavioral"": 25.0, ""cognitive"": 16.666666666666664}",6,6
10738,deepseek,phq6_bc,behavioral,100,50,50,50,50,high_O_mid_N,22.22,"{""behavioral"": 25.0, ""cognitive"": 16.666666666666664}",6,6
10756,gemini,phq6_bc,behavioral,100,50,50,50,50,high_O_mid_N,33.33,"{""behavioral"": 33.33333333333333, ""cognitive"": 33.33333333333333}",6,6
