test_case_id,provider,instrument,input_system,O,C,E,A,N,profile_label,total_score,factor_scores,questions_answered,questions_total
9236,deepseek,bfi,behavioral,50,0,100,0,50,low_A_low_C_high_E,40.0,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 0.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9255,gemini,bfi,behavioral,50,0,100,0,50,low_A_low_C_high_E,43.61,"{""extraversion"": 100.0, ""agreeableness"": 5.555555555555558, ""conscientiousness"": 0.0, ""neuroticism"": 50.0, ""openness"": 62.5}",44,44
9217,openai,bfi,behavioral,50,0,100,0,50,low_A_low_C_high_E,39.56,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 2.777777777777779, ""neuroticism"": 50.0, ""openness"": 44.99999999999999}",44,44
9197,claude,bfi,behavioral,50,0,0,0,50,low_A_low_C_low_E,36.94,"{""extraversion"": 37.5, ""agreeableness"": 25.0, ""conscientiousness"": 22.22222222222222, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9235,deepseek,bfi,behavioral,50,0,0,0,50,low_A_low_C_low_E,33.13,"{""extraversion"": 15.625, ""agreeableness"": 25.0, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9254,gemini,bfi,behavioral,50,0,0,0,50,low_A_low_C_low_E,31.31,"{""extraversion"": 18.75, ""agreeableness"": 11.11111111111111, ""conscientiousness"": 16.666666666666668, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9216,openai,bfi,behavioral,50,0,0,0,50,low_A_low_C_low_E,35.56,"{""extraversion"": 25.0, ""agreeableness"": 25.0, ""conscientiousness"": 27.77777777777778, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9200,claude,bfi,behavioral,50,25,100,0,50,low_A_medlow_C_high_E,48.33,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9238,deepseek,bfi,behavioral,50,25,100,0,50,low_A_medlow_C_high_E,52.71,"{""extraversion"": 96.875, ""agreeableness"": 25.0, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9257,gemini,bfi,behavioral,50,25,100,0,50,low_A_medlow_C_high_E,51.04,"{""extraversion"": 96.875, ""agreeableness"": 16.666666666666668, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9219,openai,bfi,behavioral,50,25,100,0,50,low_A_medlow_C_high_E,48.33,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9199,claude,bfi,behavioral,50,25,0,0,50,low_A_medlow_C_low_E,33.89,"{""extraversion"": 25.0, ""agreeableness"": 2.777777777777779, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9237,deepseek,bfi,behavioral,50,25,0,0,50,low_A_medlow_C_low_E,36.58,"{""extraversion"": 15.625, ""agreeableness"": 25.0, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 53.125, ""openness"": 47.5}",44,44
9256,gemini,bfi,behavioral,50,25,0,0,50,low_A_medlow_C_low_E,36.31,"{""extraversion"": 18.75, ""agreeableness"": 11.11111111111111, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9218,openai,bfi,behavioral,50,25,0,0,50,low_A_medlow_C_low_E,33.33,"{""extraversion"": 25.0, ""agreeableness"": 0.0, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9210,claude,bfi,behavioral,50,75,100,100,50,max_A_high_C_high_E,73.75,"{""extraversion"": 93.75, ""agreeableness"": 100.0, ""conscientiousness"": 75.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9248,deepseek,bfi,behavioral,50,75,100,100,50,max_A_high_C_high_E,79.0,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 37.5, ""openness"": 57.49999999999999}",44,44
9267,gemini,bfi,behavioral,50,75,100,100,50,max_A_high_C_high_E,80.89,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9229,openai,bfi,behavioral,50,75,100,100,50,max_A_high_C_high_E,72.0,"{""extraversion"": 90.625, ""agreeableness"": 100.0, ""conscientiousness"": 75.0, ""neuroticism"": 46.875, ""openness"": 47.5}",44,44
9209,claude,bfi,behavioral,50,75,0,100,50,max_A_high_C_low_E,56.25,"{""extraversion"": 6.25, ""agreeableness"": 100.0, ""conscientiousness"": 75.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9247,deepseek,bfi,behavioral,50,75,0,100,50,max_A_high_C_low_E,57.15,"{""extraversion"": 6.25, ""agreeableness"": 91.66666666666667, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 40.625, ""openness"": 50.0}",44,44
9266,gemini,bfi,behavioral,50,75,0,100,50,max_A_high_C_low_E,57.49,"{""extraversion"": 9.375, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 86.11111111111111, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
9228,openai,bfi,behavioral,50,75,0,100,50,max_A_high_C_low_E,56.5,"{""extraversion"": 12.5, ""agreeableness"": 100.0, ""conscientiousness"": 75.0, ""neuroticism"": 50.0, ""openness"": 44.99999999999999}",44,44
9212,claude,bfi,behavioral,50,100,100,100,50,max_A_max_C_high_E,78.75,"{""extraversion"": 93.75, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9250,deepseek,bfi,behavioral,50,100,100,100,50,max_A_max_C_high_E,80.38,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 46.875, ""openness"": 55.00000000000001}",44,44
9269,gemini,bfi,behavioral,50,100,100,100,50,max_A_max_C_high_E,82.0,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9231,openai,bfi,behavioral,50,100,100,100,50,max_A_max_C_high_E,79.0,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 44.99999999999999}",44,44
9211,claude,bfi,behavioral,50,100,0,100,50,max_A_max_C_low_E,61.25,"{""extraversion"": 6.25, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9249,deepseek,bfi,behavioral,50,100,0,100,50,max_A_max_C_low_E,58.08,"{""extraversion"": 6.25, ""agreeableness"": 91.66666666666667, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 42.50000000000001}",44,44
9268,gemini,bfi,behavioral,50,100,0,100,50,max_A_max_C_low_E,63.39,"{""extraversion"": 12.5, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9230,openai,bfi,behavioral,50,100,0,100,50,max_A_max_C_low_E,62.0,"{""extraversion"": 12.5, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
9202,claude,bfi,behavioral,50,0,100,25,50,medlow_A_low_C_high_E,52.22,"{""extraversion"": 100.0, ""agreeableness"": 50.0, ""conscientiousness"": 11.11111111111111, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9240,deepseek,bfi,behavioral,50,0,100,25,50,medlow_A_low_C_high_E,54.93,"{""extraversion"": 96.875, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9259,gemini,bfi,behavioral,50,0,100,25,50,medlow_A_low_C_high_E,54.08,"{""extraversion"": 93.75, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 11.11111111111111, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9221,openai,bfi,behavioral,50,0,100,25,50,medlow_A_low_C_high_E,55.0,"{""extraversion"": 100.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 19.444444444444443, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9201,claude,bfi,behavioral,50,0,0,25,50,medlow_A_low_C_low_E,40.07,"{""extraversion"": 28.125, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 25.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9239,deepseek,bfi,behavioral,50,0,0,25,50,medlow_A_low_C_low_E,37.0,"{""extraversion"": 9.375, ""agreeableness"": 50.0, ""conscientiousness"": 25.0, ""neuroticism"": 53.125, ""openness"": 47.5}",44,44
9258,gemini,bfi,behavioral,50,0,0,25,50,medlow_A_low_C_low_E,36.85,"{""extraversion"": 15.625, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 8.333333333333332, ""neuroticism"": 50.0, ""openness"": 57.49999999999999}",44,44
9220,openai,bfi,behavioral,50,0,0,25,50,medlow_A_low_C_low_E,35.83,"{""extraversion"": 12.5, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 19.444444444444443, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9204,claude,bfi,behavioral,50,25,100,25,50,medlow_A_medlow_C_high_E,58.33,"{""extraversion"": 100.0, ""agreeableness"": 50.0, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9242,deepseek,bfi,behavioral,50,25,100,25,50,medlow_A_medlow_C_high_E,61.11,"{""extraversion"": 100.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9261,gemini,bfi,behavioral,50,25,100,25,50,medlow_A_medlow_C_high_E,60.76,"{""extraversion"": 96.875, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 62.5}",44,44
9223,openai,bfi,behavioral,50,25,100,25,50,medlow_A_medlow_C_high_E,58.89,"{""extraversion"": 100.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9203,claude,bfi,behavioral,50,25,0,25,50,medlow_A_medlow_C_low_E,45.07,"{""extraversion"": 28.125, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9241,deepseek,bfi,behavioral,50,25,0,25,50,medlow_A_medlow_C_low_E,41.88,"{""extraversion"": 9.375, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9260,gemini,bfi,behavioral,50,25,0,25,50,medlow_A_medlow_C_low_E,43.39,"{""extraversion"": 12.5, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9222,openai,bfi,behavioral,50,25,0,25,50,medlow_A_medlow_C_low_E,42.01,"{""extraversion"": 15.625, ""agreeableness"": 44.44444444444444, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9213,claude,bfi,behavioral,50,50,50,50,50,neutral,50.56,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9251,deepseek,bfi,behavioral,50,50,50,50,50,neutral,50.33,"{""extraversion"": 40.625, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 58.333333333333336, ""neuroticism"": 46.875, ""openness"": 47.5}",44,44
9270,gemini,bfi,behavioral,50,50,50,50,50,neutral,58.67,"{""extraversion"": 50.0, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 50.0, ""openness"": 60.0}",44,44
9232,openai,bfi,behavioral,50,50,50,50,50,neutral,51.11,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
9975,claude,bfi,exemplar,100,100,100,100,100,all_maximum,88.76,"{""extraversion"": 100.0, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 59.375, ""openness"": 89.99999999999999}",44,44
10013,deepseek,bfi,exemplar,100,100,100,100,100,all_maximum,89.57,"{""extraversion"": 100.0, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 100.0, ""neuroticism"": 53.125, ""openness"": 97.50000000000001}",44,44
10032,gemini,bfi,exemplar,100,100,100,100,100,all_maximum,85.26,"{""extraversion"": 100.0, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 34.375, ""openness"": 97.50000000000001}",44,44
9994,openai,bfi,exemplar,100,100,100,100,100,all_maximum,87.04,"{""extraversion"": 100.0, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 59.375, ""openness"": 92.5}",44,44
9974,claude,bfi,exemplar,0,0,0,0,0,all_minimum,18.64,"{""extraversion"": 18.75, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 8.333333333333332, ""neuroticism"": 25.0, ""openness"": 4.999999999999999}",44,44
10012,deepseek,bfi,exemplar,0,0,0,0,0,all_minimum,28.64,"{""extraversion"": 0.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 22.22222222222222, ""neuroticism"": 43.75, ""openness"": 30.000000000000004}",44,44
10031,gemini,bfi,exemplar,0,0,0,0,0,all_minimum,23.01,"{""extraversion"": 25.0, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 8.333333333333332, ""neuroticism"": 40.625, ""openness"": 4.999999999999999}",44,44
9993,openai,bfi,exemplar,0,0,0,0,0,all_minimum,35.18,"{""extraversion"": 0.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 30.555555555555557, ""neuroticism"": 53.125, ""openness"": 44.99999999999999}",44,44
9966,claude,bfi,exemplar,50,75,100,75,50,high_A_high_C_high_E,79.58,"{""extraversion"": 100.0, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 18.75, ""openness"": 87.5}",44,44
10004,deepseek,bfi,exemplar,50,75,100,75,50,high_A_high_C_high_E,80.63,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 3.125, ""openness"": 100.0}",44,44
10023,gemini,bfi,exemplar,50,75,100,75,50,high_A_high_C_high_E,83.32,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 21.875, ""openness"": 97.50000000000001}",44,44
9985,openai,bfi,exemplar,50,75,100,75,50,high_A_high_C_high_E,82.21,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 91.66666666666667, ""neuroticism"": 21.875, ""openness"": 97.50000000000001}",44,44
9965,claude,bfi,exemplar,50,75,0,75,50,high_A_high_C_low_E,74.03,"{""extraversion"": 40.625, ""agreeableness"": 91.66666666666667, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 90.625, ""openness"": 75.0}",44,44
10003,deepseek,bfi,exemplar,50,75,0,75,50,high_A_high_C_low_E,71.82,"{""extraversion"": 18.75, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 90.625, ""openness"": 77.49999999999999}",44,44
10022,gemini,bfi,exemplar,50,75,0,75,50,high_A_high_C_low_E,74.86,"{""extraversion"": 40.625, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 90.625, ""openness"": 87.5}",44,44
9984,openai,bfi,exemplar,50,75,0,75,50,high_A_high_C_low_E,68.49,"{""extraversion"": 25.0, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 84.375, ""openness"": 77.49999999999999}",44,44
9968,claude,bfi,exemplar,50,100,100,75,50,high_A_max_C_high_E,72.67,"{""extraversion"": 62.5, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 100.0, ""neuroticism"": 25.0, ""openness"": 92.5}",44,44
10006,deepseek,bfi,exemplar,50,100,100,75,50,high_A_max_C_high_E,67.86,"{""extraversion"": 46.875, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 100.0, ""neuroticism"": 21.875, ""openness"": 89.99999999999999}",44,44
10025,gemini,bfi,exemplar,50,100,100,75,50,high_A_max_C_high_E,69.86,"{""extraversion"": 40.625, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 28.125, ""openness"": 100.0}",44,44
9987,openai,bfi,exemplar,50,100,100,75,50,high_A_max_C_high_E,70.72,"{""extraversion"": 46.875, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 100.0, ""neuroticism"": 28.125, ""openness"": 92.5}",44,44
9967,claude,bfi,exemplar,50,100,0,75,50,high_A_max_C_low_E,75.14,"{""extraversion"": 40.625, ""agreeableness"": 91.66666666666667, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 90.625, ""openness"": 75.0}",44,44
10005,deepseek,bfi,exemplar,50,100,0,75,50,high_A_max_C_low_E,71.19,"{""extraversion"": 15.625, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 90.625, ""openness"": 77.49999999999999}",44,44
10024,gemini,bfi,exemplar,50,100,0,75,50,high_A_max_C_low_E,69.5,"{""extraversion"": 25.0, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 61.111111111111114, ""neuroticism"": 87.5, ""openness"": 85.00000000000001}",44,44
9986,openai,bfi,exemplar,50,100,0,75,50,high_A_max_C_low_E,65.33,"{""extraversion"": 28.125, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 84.375, ""openness"": 72.5}",44,44
9958,claude,bfi,exemplar,50,0,100,0,50,low_A_low_C_high_E,57.71,"{""extraversion"": 68.75, ""agreeableness"": 16.666666666666668, ""conscientiousness"": 100.0, ""neuroticism"": 3.125, ""openness"": 100.0}",44,44
9996,deepseek,bfi,exemplar,50,0,100,0,50,low_A_low_C_high_E,50.42,"{""extraversion"": 43.75, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 100.0, ""neuroticism"": 0.0, ""openness"": 100.0}",44,44
10015,gemini,bfi,exemplar,50,0,100,0,50,low_A_low_C_high_E,53.96,"{""extraversion"": 40.625, ""agreeableness"": 16.666666666666668, ""conscientiousness"": 100.0, ""neuroticism"": 12.5, ""openness"": 100.0}",44,44
9977,openai,bfi,exemplar,50,0,100,0,50,low_A_low_C_high_E,52.78,"{""extraversion"": 43.75, ""agreeableness"": 13.88888888888889, ""conscientiousness"": 100.0, ""neuroticism"": 6.25, ""openness"": 100.0}",44,44
9957,claude,bfi,exemplar,50,0,0,0,50,low_A_low_C_low_E,60.17,"{""extraversion"": 50.0, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 92.5}",44,44
9995,deepseek,bfi,exemplar,50,0,0,0,50,low_A_low_C_low_E,61.92,"{""extraversion"": 40.625, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 100.0, ""neuroticism"": 65.625, ""openness"": 95.0}",44,44
10014,gemini,bfi,exemplar,50,0,0,0,50,low_A_low_C_low_E,57.89,"{""extraversion"": 53.125, ""agreeableness"": 19.444444444444443, ""conscientiousness"": 100.0, ""neuroticism"": 21.875, ""openness"": 95.0}",44,44
9976,openai,bfi,exemplar,50,0,0,0,50,low_A_low_C_low_E,65.15,"{""extraversion"": 50.0, ""agreeableness"": 16.666666666666668, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 71.875, ""openness"": 89.99999999999999}",44,44
9960,claude,bfi,exemplar,50,25,100,0,50,low_A_medlow_C_high_E,57.71,"{""extraversion"": 68.75, ""agreeableness"": 16.666666666666668, ""conscientiousness"": 100.0, ""neuroticism"": 3.125, ""openness"": 100.0}",44,44
9998,deepseek,bfi,exemplar,50,25,100,0,50,low_A_medlow_C_high_E,53.26,"{""extraversion"": 46.875, ""agreeableness"": 19.444444444444443, ""conscientiousness"": 100.0, ""neuroticism"": 0.0, ""openness"": 100.0}",44,44
10017,gemini,bfi,exemplar,50,25,100,0,50,low_A_medlow_C_high_E,50.97,"{""extraversion"": 31.25, ""agreeableness"": 11.11111111111111, ""conscientiousness"": 100.0, ""neuroticism"": 12.5, ""openness"": 100.0}",44,44
9979,openai,bfi,exemplar,50,25,100,0,50,low_A_medlow_C_high_E,51.67,"{""extraversion"": 43.75, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 100.0, ""neuroticism"": 6.25, ""openness"": 100.0}",44,44
9959,claude,bfi,exemplar,50,25,0,0,50,low_A_medlow_C_low_E,60.17,"{""extraversion"": 50.0, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 92.5}",44,44
9997,deepseek,bfi,exemplar,50,25,0,0,50,low_A_medlow_C_low_E,63.54,"{""extraversion"": 40.625, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 100.0, ""neuroticism"": 68.75, ""openness"": 100.0}",44,44
10016,gemini,bfi,exemplar,50,25,0,0,50,low_A_medlow_C_low_E,59.76,"{""extraversion"": 56.25, ""agreeableness"": 19.444444444444443, ""conscientiousness"": 100.0, ""neuroticism"": 28.125, ""openness"": 95.0}",44,44
